preparations	standard	vetted
GENBANK - 1; GENBANK - 1; SKIN - 1; GENBANK - 1	Genbank - 1 | Genbank - 1 | skin - 1 | Genbank - 1	1
GENBANK - 1; GENBANK - 1; SKIN - 1; TISSUE - 1	Genbank - 1 | Genbank - 1 | skin - 1 | tissue - 1	1
GENBANK - 1; GENBANK - 1; SYRINX - 1; TISSUE - 1; SKEL - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | Genbank - 1 | syrinx - 1 | tissue - 1 | skeleton - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; GENBANK - 1; SYRINX - 1; TISSUE - 1; SKIN - 1; GENBANK - 1	Genbank - 1 | Genbank - 1 | syrinx - 1 | tissue - 1 | skin - 1 | Genbank - 1	1
GENBANK - 1; GENBANK - 1; SYRINX - 1; WINGS_TAIL - 1; TISSUE - 50; SKEL - 1	Genbank - 1 | Genbank - 1 | syrinx - 1 | wings_tail - 1 | tissue - 50 | skeleton - 1	1
GENBANK - 1; GENBANK - 1; TISSUE - 1; GENBANK - 1; GENBANK - 1; SKIN - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | Genbank - 1 | tissue - 1 | Genbank - 1 | Genbank - 1 | skin - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; GENBANK - 1; TISSUE - 1; GENBANK - 1; SKEL - 1	Genbank - 1 | Genbank - 1 | tissue - 1 | Genbank - 1 | skeleton - 1	1
GENBANK - 1; GENBANK - 1; TISSUE - 1; SKIN - 1	Genbank - 1 | Genbank - 1 | tissue - 1 | skin - 1	1
GENBANK - 1; GENBANK - 1; TISSUE - 1; SKIN - 1; FEATHER - 1	Genbank - 1 | Genbank - 1 | tissue - 1 | skin - 1 | feather - 1	1
GENBANK - 1; GENBANK - 1; TISSUE - 1; SKIN - 1; GENBANK - 1	Genbank - 1 | Genbank - 1 | tissue - 1 | skin - 1 | Genbank - 1	1
GENBANK - 1; GENBANK - 1; TISSUE - 1; SKIN - 1; SKEL - 1	Genbank - 1 | Genbank - 1 | tissue - 1 | skin - 1 | skeleton - 1	1
GENBANK - 1; GENBANK - 1; WINGS_TAIL - 1; TISSUE - 1; SKEL - 1; GENBANK - 1	Genbank - 1 | Genbank - 1 | wings_tail - 1 | tissue - 1 | skeleton - 1 | Genbank - 1	1
GENBANK - 1; SKEL - 1	Genbank - 1 | skeleton - 1	1
GENBANK - 1; SKEL - 1; TISSUE - 1	Genbank - 1 | skeleton - 1 | tissue - 1	1
GENBANK - 1; SKIN - 1	Genbank - 1 | skin - 1	1
GENBANK - 1; SKIN - 1; GENBANK - 1	Genbank - 1 | skin - 1 | Genbank - 1	1
GENBANK - 1; SKIN - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | skin - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; SKIN - 1; IMAGE - 1	Genbank - 1 | skin - 1 | image - 1	1
GENBANK - 1; SKIN - 1; SKIN/TOE CLIP - 1	Genbank - 1 | skin - 1	1
GENBANK - 1; SYRINX - 1; FLAT_SKIN - 1; TISSUE - 1; SKEL - 1; GENBANK - 1	Genbank - 1 | syrinx - 1 | flat skin - 1 | tissue - 1 | skeleton - 1 | Genbank - 1	1
GENBANK - 1; SYRINX - 1; TISSUE - 1; SKEL - 1	Genbank - 1 | syrinx - 1 | tissue - 1 | skeleton - 1	1
GENBANK - 1; SYRINX - 1; TISSUE - 1; SKIN - 1; GENBANK - 1	Genbank - 1 | syrinx - 1 | tissue - 1 | skin - 1 | Genbank - 1	1
GENBANK - 1; SYRINX - 1; TISSUE - 1; SKIN - 1; SKEL - 1; GENBANK - 1	Genbank - 1 | syrinx - 1 | tissue - 1 | skin - 1 | skeleton - 1 | Genbank - 1	1
GENBANK - 1; SYRINX - 1; TISSUE - 1; SKIN - 1; SKEL - NULL; FEATHER - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | syrinx - 1 | tissue - 1 | skin - 1 | skeleton - null | feather - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 0; SKIN - 1; GENBANK - 1	Genbank - 1 | tissue - 0 | skin - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; FLUID - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | fluid - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; FLUID - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | fluid - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; SKEL - 1	Genbank - 1 | tissue - 1 | skeleton - 1	1
GENBANK - 1; TISSUE - 1; SKEL - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | skeleton - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; SKEL - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | skeleton - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; SKIN - 1	Genbank - 1 | tissue - 1 | skin - 1	1
GENBANK - 1; TISSUE - 1; SKIN - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | skin - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; SKIN - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | skin - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; SKIN - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | skin - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; SKIN - 1; SKEL - 1	Genbank - 1 | tissue - 1 | skin - 1 | skeleton - 1	1
GENBANK - 1; TISSUE - 1; SKIN - 1; SKEL - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | skin - 1 | skeleton - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; SKIN - 1; SKEL - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | skin - 1 | skeleton - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 1; SKIN - 1; SKEL - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | tissue - 1 | skin - 1 | skeleton - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; TISSUE - 50; SKEL - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | tissue - 50 | skeleton - 1 | Genbank - 1 | Genbank - 1	1
GENBANK - 1; WINGS_TAIL - 1	Genbank - 1 | wings_tail - 1	1
GENBANK - 1; WINGS_TAIL - 1; TISSUE - 1; GENBANK - 1	Genbank - 1 | wings_tail - 1 | tissue - 1 | Genbank - 1	1
GENBANK - 1; WINGS_TAIL - 1; TISSUE - 24; SKEL - 1; GENBANK - 1; GENBANK - 1	Genbank - 1 | wings_tail - 1 | tissue - 24 | skeleton - 1 | Genbank - 1 | Genbank - 1	1
GENBANK; SKIN; SKIN/TOE CLIP	Genbank | skin	1
GLANS, SKELETON, SKIN, SKULL	glans | skeleton | skin | skull	1
GLANS, SKIN, SKULL	glans | skin | skull	1
GLY BODY AND DRY SKULL (GLY AND DRY)	body (glycerin) | skull	1
H	schmoo	1
H | TISSUE	shmoo | tissue	1
HA	HA	1
HALF OF PELVIC GIRDLE (GLYCERIN)	half of pelvic girdle (glycerin)	1
HATCHLING SPECIMENS IN ALCOHOL AND EGG SHELLS	egg shells | hatchlings in alcohol	1
HEAD	head	1
HEAD  WING & FOOT	head | wing | foot	1
HEAD & NECK (DRY)	head | neck	1
HEAD & NECK (GLYCERIN)	head (glycerin) | neck (glycerin)	1
HEAD (GLYCERIN)	head (glycerin)	1
HEAD AND LEGS IN FLUID	fluid head | fluid legs	1
HEAD AND N	head | neck	1
HEAD AND NECK	head | neck	1
HEAD AND OVARIES IN FLUID	fluid head | ovaries	1
HEAD AND TAIL IN FLUID	fluid head | fluid tail	1
HEAD IN ALCOHOL	head in alcohol	1
HEAD NECK VERTEBRAE RIBS GIRDLES (DRY + GLYCERIN)	girdles | head | neck | ribs | vertebrae	1
HEAD ONLY	head	1
HEAD, LEGS, AND TAIL IN ALCOHOL	head | legs | and tail in alcohol	1
HEAD/UPPER LIMBS/TRUNK (DRY)	head | trunk | upper limbs	1
HEAD/WING/FOOT/SKELETON	head | wing | foot | skeleton	1
HEAD+ANTERIOR BODY (GLYCERIN)	anterior body (glycerin) | head (glycerin)	1
HEAD+FEATH.	head | feathers	1
HEAD+NECK (GLYCERIN)	head (glycerin) | neck (glycerin)	1
HEADLESS SKIN, SKELETON	headless skin | skeleton	1
HEMIPENE (GLYCERIN)	hemipene (glycerin)	1
HEMIPENES (GLYCERIN)	hemipenes (glycerin)	1
HEMIPENIS	hemipenis	1
HEMIPENIS (GLYCERIN)	hemipenes (glycerin)	1
HEMIPENIS, C&S, DRY, FLUID	cleared and stained | dry | fluid | hemipenis	1
HEMIPENIS, C&S, FLUID	cleared and stained | fluid | hemipenis	1
HEMIPENIS, DRY	dry | hemipenis	1
HEMIPENIS, DRY, C&S, FLUID	cleared and stained | dry | fluid | hemipenis	1
HEMIPENIS, DRY, C&S, FLUID, FLUID	cleared and stained | dry | fluid | hemipenis	1
HEMIPENIS, DRY, DRY	dry | hemipenis	1
HEMIPENIS, DRY, FLUID	dry | fluid | hemipenis	1
HEMIPENIS, FLUID	fluid | hemipenis	1
HEMIPENIS, FLUID, C&S	cleared and stained | fluid | hemipenis	1
HEMIPENIS, FLUID, DRY	dry | fluid | hemipenis	1
HEMIPENIS, FLUID, DRY, C&S	cleared and stained | dry | fluid | hemipenis	1
HEMIPENIS, FLUID, FLUID	fluid | hemipenis	1
HEMIPENIS, FLUID, FLUID, DRY	dry | fluid | hemipenis	1
HEMIPENIS, MICROTECHNIQUE, FLUID	fluid | hemipenis | microtechnique	1
HEMIPENIS, TISSUE, DRY	dry | hemipenis | tissue	1
HL	shmoo | complete skeleton	1
HL | TISSUE	complete skeleton | shmoo | tissue	1
HM	head mount	1
HO	head	1
HORN	horn	1
HORN/SKULL BASE	horn | skull base	1
HORNS & ADJACENT SKULL	horns and adjacent skull	1
HORNS AND HORN CORES ONLY	horns | horn cores	1
HORNS O.	horns	1
HP	shmoo | partial skeleton	1
HP | TISSUE	partial skeleton | shmoo | tissue	1
HT	head | skin | tail	1
HUMERUS O.	humeris	1
HYOID (GLYCERIN)	hyoid (glycerin)	1
HYOID ONLY	hyoid	1
HYOID, DRY SKELETON	dry skeleton | hyoid	1
HYOID/BACULA	baculum | hyoid	1
IMAGE - 1; IMAGE - 1; SKIN - 1	image - 1 | image - 1 | skin - 1	1
IMAGE - 1; SKIN - 1	image - 1 | skin - 1	1
IMAGE - 1; TISSUE - 1; SKIN - 1; GENBANK - 1; GENBANK - 1; GENBANK - 1	image - 1 | tissue - 1 | skin - 1 | Genbank - 1 | Genbank - 1 | Genbank - 1	1
IMAGE - 2; NEST - 1	image - 2 | nest - 1	1
IMAGE; IMAGE; SKIN	image | skin	1
IMAGE; NEST	image | nest	1
IMAGE; SKIN	image | skin	1
INCISOR FRAG	incisor fragment	1
INCISOR FRAG UPPER	upper incisor fragment	1
INCISOR FRAG, CHEEKTOOTH FRAG	cheektooth fragment | incisor fragment	1
INCISOR FRAGMENT.	incisor fragment	1
INCISOR PORT	incisor port	1
INCISOR UPPER	upper incisor	1
INCISOR, MANY FRAGMENTED.	incisors | fragmented incisors	1
INCISOR.	incisor	1
INCOM (DRY)	partial animal	1
INCOM SKULL MISSING (DRY)	post-cranial	1
INCOMPLETE (DRY)	partial animal	1
INCOMPLETE (DRY), TISSUE	partial animal | tissue	1
INCOMPLETE TAIL (DRY)	partial tail	1
INCOMPLETE/NO SKULL (DRY)	post-cranial	1
INCOMPLETE/SKULL MISSING (DRY)	post-cranial	1
INCOMPLETE: BODY ONLY	body	1
INCOMPLETE: BODY ONLY, TISSUE	body | tissue	1
INCOMPLETE: SKULL AND WING(S) ONLY	skull | wings	1
INCOMPLETE: SKULL AND WING(S) ONLY, TISSUE	skull | wings | tissue	1
INCOMPLETE: SKULL ONLY	skull	1
INCOMPLETE: SKULL ONLY, TISSUE	skull | tissue	1
INFILTRATED SPECIMEN	infiltrated specimen	1
ISOLATED LIMB BONE	limb bone	1
JAW	jaw	1
JAW & FORELIMB O.	jaw | forelimb	1
JAW BONES (DRY)	jaw bones	1
JAWS ONLY	jaws	1
KARYOTYPE, SKELETON, SKIN, SKULL	karyotype | skeleton | skin | skull	1
KARYOTYPE, SKELETON, SKIN, SKULL, TISSUE	karyotype | skeleton | skin | skull | tissue	1
KARYOTYPE, SKELETON, SKULL	karyotype | skeleton | skull	1
KARYOTYPE, SKELETON, SKULL, TISSUE	karyotype | skeleton | skull | tissue	1
KARYOTYPE, SKIN, SKULL	karyotype | skin | skull	1
KARYOTYPE, SKIN, SKULL, TISSUE	karyotype | skin | skull | tissue	1
KARYOTYPE, SKULL	karyotype | skull	1
KB	study skin | body skeleton	1
L	complete skeleton	1
L | TISSUE	complete skeleton | tissue	1
L WING	left wing	1
L:	complete skeleton	1
L: | TISSUE	complete skeleton | tissue	1
LA (12)	adults	1
LA (19)	adults	1
LA (32)	adults	1
LA(5)	adults	1
LARVA	larva	1
LARVAE	larvae	1
LARVAE/FORM.	larvae in formalin	1
LAST LUMBAR VERTEBRA.	last lumbar vertebra	1
LE	larvae	1
LE (>50)	larvae	1
LE (1)	larva	1
LE (12)	larva	1
LE (13)	larva	1
LE (14)	larva	1
LE (15)	larva	1
LE (18)	larva	1
LE (19)	larva	1
LE (2)	larva	1
LE (20)	larva	1
LE (21)	larva	1
LE (22)	larva	1
LE (23)	larva	1
LE (26)	larva	1
LE (27)	larva	1
LE (3)	larva	1
LE (36)	larva	1
LE (4)	larva	1
LE (5)	larva	1
LE (6)	larva	1
LE (68)	larva	1
LE (8)	larva	1
LE (80)	larva	1
LE (83)	larva	1
LE (97)	larva	1
LEADING EDGE OF STERNUM.	leading edge of sternum	1
LEFT ANTLER ONLY	left antler	1
LEFT COSTAL #1 (DRY)	left costal #1	1
LEFT DENTARY O.	left dentary	1
LEFT FOOT BONES ONLY	left foot bones	1
LEFT HORN O.	left horn	1
LEFT LOWER JAW+QUADRATE+SQUAMOSAL (DRY)	left lower jaw | quadrate | squamosal	1
LEFT MANDIBLE O.	left mandible	1
LEFT UPPER C1, LEFT LOWER C1	left upper C1 | left lower C1	1
LF	larvae in formalin	1
LF (1)	larva in formalin	1
LF (10)	larvae in formalin	1
LF (107)	larvae in formalin	1
LF (11)	larvae in formalin	1
LF (12)	larvae in formalin	1
LF (129)	larvae in formalin	1
LF (13)	larvae in formalin	1
LF (133)	larvae in formalin	1
LF (14)	larvae in formalin	1
LF (15)	larvae in formalin	1
LF (16)	larvae in formalin	1
LF (17)	larvae in formalin	1
LF (18)	larvae in formalin	1
LF (19)	larvae in formalin	1
LF (196)	larvae in formalin	1
LF (2)	larvae in formalin	1
LF (20)	larvae in formalin	1
LF (21)	larvae in formalin	1
LF (22)	larvae in formalin	1
LF (23)	larvae in formalin	1
LF (231)	larvae in formalin	1
LF (24)	larvae in formalin	1
LF (25)	larvae in formalin	1
LF (26)	larvae in formalin	1
LF (29)	larvae in formalin	1
LF (3)	larvae in formalin	1
LF (30)	larvae in formalin	1
LF (32)	larvae in formalin	1
LF (33)	larvae in formalin	1
LF (35)	larvae in formalin	1
LF (36)	larvae in formalin	1
LF (37)	larvae in formalin	1
LF (38)	larvae in formalin	1
LF (4)	larvae in formalin	1
LF (41)	larvae in formalin	1
LF (45)	larvae in formalin	1
LF (46)	larvae in formalin	1
LF (4766)	larvae in formalin	1
LF (48)	larvae in formalin	1
LF (49)	larvae in formalin	1
LF (5)	larvae in formalin	1
LF (53)	larvae in formalin	1
LF (54)	larvae in formalin	1
LF (55)	larvae in formalin	1
LF (6)	larvae in formalin	1
LF (61)	larvae in formalin	1
LF (63)	larvae in formalin	1
LF (64)	larvae in formalin	1
LF (65)	larvae in formalin	1
LF (67)	larvae in formalin	1
LF (68)	larvae in formalin	1
LF (69)	larvae in formalin	1
LF (7)	larvae in formalin	1
LF (72)	larvae in formalin	1
LF (73)	larvae in formalin	1
LF (75)	larvae in formalin	1
LF (77)	larvae in formalin	1
LF (78)	larvae in formalin	1
LF (8)	larvae in formalin	1
LF (81)	larvae in formalin	1
LF (9)	larvae in formalin	1
LF (93)	larvae in formalin	1
LF(1)	larvae in formalin	1
LF(143)	larvae in formalin	1
LF(6)	larvae in formalin	1
LF(9)	larvae in formalin	1
LIMB BONE SHAFT	limb bone shaft	1
LIMB ELEMENT.	limb element	1
LIMB ELEMENTS	limb elements	1
LIMBS VERTEBRAE (DRY)	limbs | vertebrae	1
LÍQUIDO	fluid	1
LÍQUIDO, CRÁNEO	fluid | skull	1
LO	other prep | complete skeleton	1
LO | TISSUE	other prep | complete skeleton | tissue	1
LOWER JAW (DRY)	lower jaw	1
LOWER JAW O.	lower jaw	1
LOWER JAW ONLY	lower jaw	1
LOWER JAW SHELL (DRY)	lower jaw | shell	1
LOWER JAW+VERTEBRAE+RIBS (DRY)	lower jaw | ribs | vertebrae	1
L-SEC (MICROSLIDE)	L-section (microslide)	1
L-SEC MOUTH (MICROSLIDE)	L-section mouth (microslide)	1
L-SEC SERIAL (MICROSLIDE)	L-section serial (microslide)	1
LY (10)	young from egg clutch/litter	1
LY (11)	young from egg clutch/litter	1
LY (12)	young from egg clutch/litter	1
LY (5)	young from egg clutch/litter	1
LY (6)	young from egg clutch/litter	1
LY (7)	young from egg clutch/litter	1
LY (8)	young from egg clutch/litter	1
MANDIBLE	mandible	1
MANDIBLE (DRY)	mandible	1
MANDIBLES O.	mandibles	1
MAXILLA (DRY)	maxilla	1
MAXILLA AND FANGS	fangs | maxilla	1
MAXILLA/MANDIBLE (DRY)	mandible | maxilla	1
ME	metamorphosed juveniles	1
ME (10)	metamorphosed juveniles	1
ME (11)	metamorphosed juveniles	1
ME (12)	metamorphosed juveniles	1
ME (14)	metamorphosed juveniles	1
ME (2)	metamorphosed juveniles	1
ME (26)	metamorphosed juveniles	1
ME (28)	metamorphosed juveniles	1
ME (4)	metamorphosed juveniles	1
ME (5)	metamorphosed juveniles	1
ME (6)	metamorphosed juveniles	1
ME (9)	metamorphosed juveniles	1
ME(1)	metamorphosed juveniles	1
METACARPAL O.	metacarpal	1
MICROTECHNIQUE, DRY	dry | microtechnique	1
MICROTECHNIQUE, FLUID	fluid | microtechnique	1
MICROTECHNIQUE, FLUID, HEMIPENIS	fluid | hemipenis | microtechnique	1
MICROTECHNIQUE, FLUID, MICROTECHNIQUE	fluid | microtechnique	1
MICROTECHNIQUE, FLUID, MICROTECHNIQUE, MICROTECHNIQUE	fluid | microtechnique	1
MICROTECHNIQUE, FLUID, MICROTECHNIQUE, MICROTECHNIQUE, TISSUE	fluid | microtechnique | tissue	1
MICROTECHNIQUE, FLUID, MICROTECHNIQUE, TISSUE, MICROTECHNIQUE	fluid | microtechnique | tissue	1
MICROTECHNIQUE, FLUID, RECORDING	fluid | microtechnique | recording	1
MICROTECHNIQUE, FLUID, TISSUE	fluid | microtechnique | tissue	1
MICROTECHNIQUE, HEMIPENIS, FLUID	fluid | hemipenis | microtechnique	1
MICROTECHNIQUE, MICROTECHNIQUE, FLUID	fluid | microtechnique	1
MICROTECHNIQUE, MICROTECHNIQUE, FLUID, TISSUE	fluid | microtechnique | tissue	1
MICROTECHNIQUE, MICROTECHNIQUE, MICROTECHNIQUE, FLUID	fluid | microtechnique	1
MICROTECHNIQUE, MICROTECHNIQUE, MICROTECHNIQUE, MICROTECHNIQUE, FLUID	fluid | microtechnique	1
MICROTECHNIQUE, MICROTECHNIQUE, MICROTECHNIQUE, TISSUE, FLUID	fluid | microtechnique | tissue	1
MICROTECHNIQUE, MICROTECHNIQUE, TISSUE, FLUID	fluid | microtechnique | tissue	1
MICROTECHNIQUE, MICROTECHNIQUE, TISSUE, FLUID, MICROTECHNIQUE	fluid | microtechnique | tissue	1
MICROTECHNIQUE, MICROTECHNIQUE, TISSUE, MICROTECHNIQUE, FLUID	fluid | microtechnique | tissue	1
MICROTECHNIQUE, RECORDING, FLUID	fluid | microtechnique | recording	1
MICROTECHNIQUE, TISSUE, FLUID	fluid | microtechnique | tissue	1
MICROTECHNIQUE, TISSUE, MICROTECHNIQUE, MICROTECHNIQUE, FLUID	fluid | microtechnique | tissue	1
MISC	miscellaneous	1
MISC - 1	miscellaneous	1
MISC.	miscellaneous	1
MISC.; MISC.	miscellaneous	1
MISC.; NO DATA	miscellaneous	1
MISC.; SKELETON	miscellaneous | skeleton	1
MISC.; SKIN	miscellaneous | skin	1
MISC.; STUDY SKIN	miscellaneous | study skin	1
MISC.; WHOLE (ETOH)	miscellaneous | whole animal (ETOH)	1
MISCELLANEOUS	miscellaneous	1
MOUNT	mount	1
MOUNT AS A DECOY	mount	1
MOUNT, BLOOD	mount | blood	1
MOUNT, SKELETON	mount | skeleton	1
MOUNT, TISSUE	mount | tissue	1
MOUNT/NEST	mount | nest	1
MOUNT/PART SKEL	mount | partial skeleleton	1
MOUNT/PART SKEL, TISSUE	mount | partial skeleton | tissue	1
MOUNT/SKELETON	mount | skeleton	1
MOUNT/SKULL	mount | skull	1
MOUNT/SKULL/BACULUM/TISSUE	baculum | mount | skull | tissue	1
MOUNT; BLOOD	blood | mount	1
MOUNT?	mount	1
MOUNTED	mount	1
MOUNTED ANTLERS	mounted antlers	1
MOUNTED ARTICULATED SKELETON	mounted articulated skeleton	1
MOUNTED BEAUCHENE SKULL	mounted Beauchene skull	1
MOUNTED HEAD	mounted head	1
MOUNTED SKEL	mounted skeleton	1
MOUNTED SKELETON	skeleton (mounted)	1
MOUNTED SKULL; ANTLERS	antlers | mounted skull	1
MOUNTED SPECIMEN	mount	1
MS	mixed larvae and subadults	1
MS (>100)	mixed larvae and subadults	1
MS (>30)	mixed larvae and subadults	1
MS (>40)	mixed larvae and subadults	1
MS (>50)	mixed larvae and subadults	1
MS (>60)	mixed larvae and subadults	1
MS (>80)	mixed larvae and subadults	1
MS (10)	mixed larvae and subadults	1
MS (11)	mixed larvae and subadults	1
MS (1-14)	mixed larvae and subadults	1
MS (23)	mixed larvae and subadults	1
MS (27)	mixed larvae and subadults	1
MS (28)	mixed larvae and subadults	1
MS (29)	mixed larvae and subadults	1
MS (32)	mixed larvae and subadults	1
MS (38)	mixed larvae and subadults	1
MS (45)	mixed larvae and subadults	1
MS (467)	mixed larvae and subadults	1
MS (6)	mixed larvae and subadults	1
MS (71)	mixed larvae and subadults	1
MS (8)	mixed larvae and subadults	1
MULTIPLE SKELETONS	skeletons (multiple)	1
MUMIFIED TAIL	mummified tail	1
MUMMIFIED	mummy	1
MUMMIFIED SPECIMEN	mummy	1
MUMMY	mummy	1
MUMMY (SKIN, INCLUDED SKULL)	mummy	1
MUMMY, TISSUE	mummy | tissue	1
MUSEUM MOUNT	mount	1
N	round skin	1
N | TISSUE	round skin | tissue	1
NEST	nest	1
NEST - 1	nest - 1	1
NEST - 1; EGGSET - 0	nest - 1 | eggset - 0	1
NEST - 1; EGGSET - 1	nest - 1 | eggset - 1	1
NEST - 1; EGGSET - 1; SKIN - 1	nest - 1 | eggset - 1 | skin - 1	1
NEST - 1; EGGSET - 1; TISSUE - 1	nest - 1 | eggset - 1 | tissue - 1	1
NEST - 1; EGGSET - 2	nest - 1 | eggset - 2	1
NEST - 1; EGGSET - 4	nest - 1 | eggset - 4	1
NEST - 1; EGGSET - 7	nest - 1 | eggset - 7	1
NEST - 1; EGGSET - NULL	nest - 1 | eggset - null	1
NEST - 1; SKIN - 1	nest - 1 | skin - 1	1
NEST - 1; SKIN - 1; EGGSET - 1	nest - 1 | skin - 1 | eggset - 1	1
NEST - 50	nest - 50	1
NEST - NULL	nest - null	1
NEST & EGGS	eggs | nest	1
NEST GROUP	nests	1
NEST WITH EGGS	eggs | nest	1
NEST WITH EGGS, TISSUE	eggs | nest | tissue	1
NEST, ALCOHOLIC	alcoholic | nest	1
NEST, EGGSET	eggs | nest	1
NEST, TISSUE	nest | tissue	1
NEST; EGGSET	eggs | nest	1
NEST; EGGSET; SKIN	eggs | nest | skin	1
NEST; EGGSET; TISSUE	eggs | nest | tissue	1
NEST; MISC.	miscellaneous | nest	1
NEST; SKIN	nest | skin	1
NEST; SKIN; EGGSET	eggs | nest | skin	1
NEST``	nest	1
NO DATA		1
NO SKIN	none	1
NO SPECIMEN		1
NP	partial skeleton | round skin	1
NP | TISSUE	partial skeleton | round skin | tissue	1
O	other prep	1
O | TISSUE	other prep | tissue	1
OCCIPITALS ONLY (DRY)	occipitals	1
ONE VERTEBRA	vertebra	1
OS	os	1
OT	other	1
OT*	other	1
OTHER	other	1
OTHER PICKLED MATERIAL	pickled material	1
OTHER PICKLED MATERIAL, TISSUE	pickled material | tissue	1
OTHER PREP	other prep	1
OVARIES	ovaries	1
P	partial skeleton	1
P | TISSUE	partial skeleton | tissue	1
PAIR OF ANTLERS	antlers (pair)	1
PAIR OF DENTARIES	dentaries (pair)	1
PAR SKEL + DNA	DNA | partial skeleton	1
PAR SKELETON, WING, SKIN, DNA	DNA | partial skeleton | skin | wing	1
PAR. SKELETON	partial skeleton	1
PAR. SKELETON, WING, DNA	DNA | partial skeleton | wing	1
PAR.SKEL, WING, DNA	DNA | partial skeleton | wing	1
PAR.SKELETON, WING, DNA	DNA | partial skeleton | wing	1
PART	partial skeleton	1
PART BODY SKELETON	partial body skeleton	1
PART OF UPPER TOOTH ROW (MICROSLIDE)	partial upper tooth row (microslide)	1
PART SKEL	partial skeleton	1
PART SKEL, TISSUE	partial skeleton | tissue	1
PART SKEL/WING	part skeleton | wing	1
PART SKEL/WING, TISSUE	partial skeleton | tissue | wing	1
PART SKEL; TISSUE; ROUND SKIN	partial skeleton | round skin | tissue	1
PART SKIN	partial skin	1
PART SKIN/PART SKEL	parital skeleton | partial skin	1
PART SKIN/SKEL	skeleton | partial skin	1
PART SKULL & SEVERAL CERV	partial body skeleton | cervicals	1
PART WING/LEG SKEL	partial wing/leg | skeleton	1
PART, SKIN	partial skeleton | skin	1
PART, SKIN, SKULL	partial skeleton | skin | skull	1
PART, SKIN, TISSUE	partial skeleton | skin | tissue	1
PART, SKULL	partial skeleton | skull	1
PART. MUMMY	partial mummy	1
PART. SK	partial skeleton	1
PARTIAL (DRY), TISSUE	partial animal | tissue	1
PARTIAL (ETOH)	partial animal (ETOH)	1
PARTIAL (FORMALIN)	partial animal (formalin)	1
PARTIAL BODY SKELETON	partial body skeleton	1
PARTIAL CARAPACE (DRY)	partial carapace	1
PARTIAL FLAT SKIN	partial flat skin	1
PARTIAL SHELL (DRY)	parital shell	1
PARTIAL SHELL AND FLUID PARTS	partial shell | fluid parts	1
PARTIAL SKEL	partial skeleton	1
PARTIAL SKEL + OTHER (SURROGATE PUPPET) + DNA (MUSCLE)	DNA (muscle) | partial skeleton | surrogate puppet	1
PARTIAL SKEL + WING + DNA (HEART+MUSCLE)	DNA (heart, muscle) | partial skeleton | wing	1
